"","ID","Bin","MWR","Vessel","Landing","Date","CommonName","SciName","Loc","Zone","Lat_DM","lat_dec","Long_DM","lon_dec","Depth_ft","Depth_m","FL","TL","WetWt","WtCalc","WC_males","WC_fem","Notes"
"246",318,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,235,160,141,124,131,""
"247",319,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,221,170,115,103,107,""
"248",320,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,236,150,143,126,132,""
"249",322,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,264,270,205,178,190,""
"250",323,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,242,170,155,136,143,""
"251",324,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,212,130,101,91,94,""
"252",325,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,226,160,124,110,115,""
"253",326,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,212,140,101,91,94,""
"254",327,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,295,360,293,251,271,""
"255",328,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,220,140,114,101,106,""
"256",329,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,268,290,215,186,199,""
"257",330,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,262,240,200,174,185,""
"258",331,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,263,260,202,176,187,""
"259",332,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,254,220,181,158,168,""
"260",333,9,"CS Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,258,250,190,166,176,""
"261",335,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,225,170,122,109,113,""
"262",336,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,191,100,72,66,67,""
"263",337,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,213,130,102,92,95,""
"264",338,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,208,140,95,85,88,""
"265",339,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,218,120,110,99,103,""
"266",340,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,232,230,135,120,125,""
"267",341,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,246,230,163,143,151,""
"268",342,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,230,170,131,116,122,""
"269",343,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,222,170,117,104,109,""
"270",344,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,226,170,124,110,115,""
"271",345,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,251,230,174,152,161,""
"272",347,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,198,140,81,73,75,""
"273",348,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,208,130,95,85,88,""
"274",349,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,265,220,207,180,192,""
"275",350,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,205,140,90,82,84,""
"276",351,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,283,350,256,220,237,""
"277",352,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,285,330,262,225,243,""
"278",353,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,183,90,63,58,58,""
"279",354,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,234,180,139,123,129,""
"280",355,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,237,190,145,128,134,""
"281",356,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,245,230,161,141,149,""
"282",357,9,"","Southern Cal","Oceanside Sea Center","7/29/22","Pacific Sanddab","Citharichthys sordidus","Oceanside","Devils Rock/leacaudia","33°03.0170",33.0502833,"117°21.0937",-117.35156,294,89.6,0,281,330,251,216,232,""
"283",359,10,"MW Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,333,360,372,370,394,""
"284",360,10,"MW Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,334,380,375,374,398,""
"285",361,10,"MW Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,334,370,375,374,398,""
"286",362,10,"MW Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,318,330,322,322,345,""
"287",363,10,"MW Oct 15","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,363,470,486,482,505,""
"288",364,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,331,370,365,364,387,""
"289",365,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,338,390,389,388,411,""
"290",366,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,343,370,407,406,429,""
"291",367,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,324,330,342,341,364,""
"292",368,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,274,210,203,204,225,""
"293",369,10,"","Southern Cal","Oceanside Sea Center","7/29/22","Bocaccio Rockfish","Sebastes paucispinis","Oceanside","Devils Rock/leacaudia","33°03.1530",33.05255,"117°20.9900",-117.34983,288,87.8,0,330,380,362,360,384,""
"294",370,3,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Kelp Bass","Paralabrax clathratus","San Diego","the Dropoff","32°39.1114",32.6518567,"117°15.7911",-117.26319,88,26.8,0,347,570,551,0,0,""
"295",372,3,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.7477",32.7124617,"117°16.3402",-117.27234,59,18,0,394,670,834,0,0,""
"296",373,22,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.7477",32.7124617,"117°16.3402",-117.27234,59,18,0,425,940,1068,0,0,""
"297",374,3,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.7477",32.7124617,"117°16.3402",-117.27234,59,18,0,375,640,710,0,0,"numbering goes out of order from 374-393"
"298",375,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,364,640,644,0,0,""
"299",376,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,373,620,697,0,0,""
"300",377,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,352,550,577,0,0,""
"301",378,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,351,520,572,0,0,""
"302",379,3,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,373,660,697,0,0,""
"303",380,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,364,670,644,0,0,""
"304",381,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,351,460,572,0,0,""
"305",382,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,410,840,950,0,0,""
"306",383,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,358,540,610,0,0,""
"307",384,11,"RD Oct 15","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°42.8869",32.7147817,"117°16.2452",-117.27075,50,15.2,0,354,520,588,0,0,""
"308",385,11,"","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Green Tank","32°43.3765",32.7229417,"117°15.9484",-117.26581,32,9.8,0,441,970,1206,0,0,""
"309",386,11,"","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Hill Street","32°43.3765",32.7229417,"117°15.9484",-117.26581,32,9.8,0,378,670,728,0,0,""
"310",387,11,"","Premier ","H&M Landing","8/2/22","Kelp Bass","Paralabrax clathratus","San Diego","Hill Street","32°43.3765",32.7229417,"117°15.9484",-117.26581,32,9.8,0,428,1000,1093,0,0,""
"311",389,2,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Chub Mackerel","Scomber japonicus","San Diego","Hill Street","32°43.9469",32.7324483,"117°16.1994",-117.26999,42,12.8,212,235,80,0,0,0,""
"312",390,2,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Chub Mackerel","Scomber japonicus","San Diego","Hill Street","32°43.9469",32.7324483,"117°16.1994",-117.26999,42,12.8,224,248,100,0,0,0,""
"313",391,2,"RD Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Chub Mackerel","Scomber japonicus","San Diego","Hill Street","32°43.9469",32.7324483,"117°16.1994",-117.26999,42,12.8,287,262,140,0,0,0,""
"314",392,3,"","Daily Double","Point Loma Sportfishing","8/1/22","Kelp Bass","Paralabrax clathratus","San Diego","5 Tanks","32°40.6109",32.6768483,"117°15.8974",-117.26496,41,12.5,0,407,780,927,0,0,""
"315",393,9,"CS Oct 15","Daily Double","Point Loma Sportfishing","8/1/22","Pacific Sanddab","Citharichthys sordidus","San Diego","The Dropoff","32°41.6210",32.6936833,"117°16.8783",-117.28131,174,53,0,173,90,52,48,49,""
"316",394,17,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Indian Rock","33°28.0987",33.4683117,"118°31.3841",-118.52307,68,20.7,0,388,670,793,0,0,""
"317",395,3,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Indian Rock","33°28.0987",33.4683117,"118°31.3841",-118.52307,68,20.7,0,401,720,884,0,0,""
"318",396,15,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Indian Rock","33°28.0987",33.4683117,"118°31.3841",-118.52307,68,20.7,0,359,490,615,0,0,""
"319",397,17,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,356,500,599,0,0,""
"320",398,15,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,418,880,1012,0,0,""
"321",399,15,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,368,560,667,0,0,""
"322",400,15,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,382,570,754,0,0,""
"323",401,17,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,384,720,767,0,0,""
"324",402,15,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,366,520,655,0,0,""
"325",404,17,"RD Oct 15","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,376,640,716,0,0,""
"326",405,22,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,0,379,660,735,0,0,""
"327",407,13,"SA Oct 15","Victory","Longbeach Sportfishing","8/4/22","California Barracuda","Sphyraena argentea","Santa Catalina","Johnson Rk.","33°28.6470",33.47745,"118°35.4329",-118.59055,78,23.8,721,790,1630,1749,0,0,""
"328",410,17,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Eagle Rock","33°28.6352",33.4772533,"118°36.4337",-118.60723,90,27.4,0,394,710,834,0,0,""
"329",411,17,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","West Cove","33°27.5737",33.4595617,"118°35.4244",-118.59041,53,16.2,0,371,640,685,0,0,""
"330",413,NA,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6360",33.4772667,"118°35.4105",-118.59018,64,19.5,0,368,650,667,0,0,"check bin # 3, 11, 15, 17, 22"
"331",414,15,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6360",33.4772667,"118°35.4105",-118.59018,64,19.5,0,414,930,981,0,0,""
"332",415,15,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6360",33.4772667,"118°35.4105",-118.59018,64,19.5,0,408,860,935,0,0,""
"333",416,8,"SA Oct 15","Victory","Longbeach Sportfishing","8/4/22","Ocean Whitefish","Caulolatilus princeps","Santa Catalina","Johnson Rk.","33°28.6360",33.4772667,"118°35.4105",-118.59018,64,19.5,0,340,440,431,0,0,""
"334",417,15,"","Victory","Longbeach Sportfishing","8/4/22","Kelp Bass","Paralabrax clathratus","Santa Catalina","Johnson Rk.","33°28.6360",33.4772667,"118°35.4105",-118.59018,64,19.5,0,358,600,610,0,0,""
"335",418,9,"CS Oct 15","Victory","Longbeach Sportfishing","8/4/22","Pacific Sanddab","Citharichthys sordidus","Santa Catalina","Eagle Rock","33°28.6352",33.4772533,"118°36.4337",-118.60723,90,27.4,0,218,140,110,99,103,""
"336",419,9,"CS Oct 15","Victory","Longbeach Sportfishing","8/4/22","Pacific Sanddab","Citharichthys sordidus","Santa Catalina","Eagle Rock","33°28.6352",33.4772533,"118°36.4337",-118.60723,90,27.4,0,203,140,88,79,82,""
"337",420,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.6591",33.9943183,"119°31.2150",-119.52025,93,28.3,0,362,570,527,0,0,""
"338",421,13,"SA Oct 15","Victory","Longbeach Sportfishing","8/4/22","California Barracuda","Sphyraena argentea","Santa Catalina","Eagle Rock","33°28.6352",33.4772533,"118°36.4337",-118.60723,90,27.4,653,718,1370,1336,0,0,""
"339",423,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.6591",33.9943183,"119°31.2150",-119.52025,93,28.3,0,408,700,775,0,0,""
"340",424,8,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.6898",33.99483,"119°31.1834",-119.51972,88,26.8,0,426,840,890,0,0,""
"341",425,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.6898",33.99483,"119°31.1834",-119.51972,88,26.8,0,373,560,580,0,0,""
"342",426,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.6898",33.99483,"119°31.1834",-119.51972,88,26.8,0,372,540,575,0,0,""
"343",427,4,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Copper Rockfish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.7688",33.9961467,"119°31.3621",-119.5227,86,26.2,0,288,420,436,0,0,""
"344",428,8,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.8108",33.9968467,"119°31.0008",-119.51668,108,32.9,0,353,470,486,0,0,""
"345",429,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.7688",33.9961467,"119°31.3621",-119.5227,86,26.2,0,442,950,1003,0,0,""
"346",430,19,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.7688",33.9961467,"119°31.3621",-119.5227,86,26.2,0,363,530,532,0,0,""
"347",432,8,"SA Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Ocean Whitefish","Caulolatilus princeps","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.1420",33.9857,"119°31.9846",-119.53308,105,32,0,353,460,486,0,0,""
"348",435,4,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Copper Rockfish","Sebastes caurinus","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.2114",33.9868567,"119°31.9321",-119.5322,90,27.4,0,307,550,529,0,0,""
"349",436,7,"CS Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Vermillion Rockfish","Sebastes miniatus","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.2114",33.9868567,"119°31.9321",-119.5322,90,27.4,0,271,350,333,0,0,""
"350",437,5,"MW Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.0927",33.9848783,"119°31.9672",-119.53279,126,38.4,0,316,660,0,657,641,""
"351",438,5,"MW Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.0700",33.9845,"119°31.9736",-119.53289,138,42.1,0,352,1080,0,909,886,""
"352",440,17,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,441,1220,1206,0,0,""
"353",441,NA,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,408,740,935,0,0,"check bin # 3, 11, 15, 17, 22"
"354",442,3,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,360,540,621,0,0,""
"355",443,5,"MW Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","California Scorpianfish","Scorpaena guttata","Ventura/channel islands","Yellowbanks/santa cruz is.","33°59.1420",33.9857,"119°31.9846",-119.53308,105,32,0,345,980,0,855,834,""
"356",445,3,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,458,1230,1364,0,0,""
"357",446,15,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,383,710,760,0,0,""
"358",449,NA,"RD Oct 15","Island Spirit","Ventura Sportfishing","8/5/22","Kelp Bass","Paralabrax clathratus","Ventura/channel islands","Smugglers Cove/Santa Cruz is.","34°00.2823",34.004705,"119°32.4336",-119.54056,44,13.4,0,415,970,988,0,0,"check bin # 3, 11, 15, 17, 22"
